,Calz,Gilet,Camilla,Helmet,Gazprom,Noel,Novak,Zola,Keysey,Gummy,Golfer,Snoop,Einstein,Virlo,Reaper,Big John,Kimbo
Week1,,,1.0,2.0,,3.0,4.0,,,,,,5.0,,7.0,,6.0
Week2,,,1.0,5.0,4.0,2.0,3.0,,,7.0,,8.0,6.0,,10.0,,9.0
Week3,9.0,10.0,2.0,7.0,4.0,1.0,3.0,13.0,5.0,11.0,,12.0,6.0,,14.0,8.0,15.0
Week4,10.0,8.0,5.0,6.0,3.0,1.0,2.0,12.0,7.0,13.0,11.0,14.0,4.0,,15.0,9.0,16.0
Week5,8.0,10.0,4.0,3.0,5.0,1.0,2.0,15.0,6.0,14.0,11.0,16.0,7.0,12.0,13.0,9.0,17.0
Week6,11.0,8.0,6.0,4.0,2.0,1.0,3.0,16.0,7.0,14.0,12.0,13.0,5.0,15.0,10.0,9.0,17.0
Week7,12.0,4.0,7.0,6.0,3.0,1.0,5.0,17.0,8.0,14.0,13.0,11.0,2.0,15.0,10.0,9.0,16.0
Week8,11.0,3.0,5.0,8.0,2.0,1.0,7.0,17.0,9.0,12.0,13.0,10.0,4.0,16.0,14.0,6.0,15.0
Week9,12.0,4.0,2.0,9.0,3.0,1.0,8.0,17.0,6.0,13.0,10.0,11.0,7.0,16.0,14.0,5.0,15.0
Week10,9.0,3.0,4.0,8.0,2.0,1.0,7.0,17.0,6.0,12.0,13.0,11.0,10.0,16.0,15.0,5.0,14.0
Week11,7.0,2.0,3.0,8.0,4.0,1.0,9.0,16.0,6.0,10.0,15.0,14.0,11.0,17.0,13.0,5.0,12.0
Week12,4.0,2.0,3.0,6.0,5.0,1.0,11.0,16.0,7.0,12.0,14.0,13.0,9.0,17.0,10.0,8.0,15.0
Week13,2.0,3.0,5.0,4.0,7.0,1.0,9.0,17.0,6.0,11.0,14.0,13.0,12.0,16.0,8.0,10.0,15.0
Week14,3.0,4.0,5.0,7.0,2.0,1.0,9.0,17.0,6.0,10.0,14.0,12.0,11.0,16.0,8.0,13.0,15.0
Week15,3.0,4.0,5.0,7.0,2.0,1.0,9.0,17.0,6.0,10.0,13.0,14.0,11.0,16.0,8.0,12.0,15.0
Week16,1.0,2.0,7.0,4.0,6.0,3.0,10.0,13.0,5.0,9.0,15.0,16.0,12.0,17.0,8.0,14.0,11.0
Week17,2.0,1.0,4.0,7.0,6.0,3.0,11.0,12.0,5.0,16.0,14.0,15.0,8.0,17.0,10.0,13.0,9.0
Week18,1.0,2.0,3.0,5.0,7.0,4.0,8.0,10.0,6.0,17.0,15.0,13.0,12.0,16.0,14.0,9.0,11.0
Week19,2.0,1.0,3.0,4.0,6.0,5.0,9.0,10.0,7.0,16.0,12.0,11.0,14.0,17.0,15.0,8.0,13.0
Week20,2.0,1.0,3.0,4.0,6.0,5.0,8.0,10.0,7.0,13.0,15.0,11.0,14.0,17.0,12.0,9.0,16.0
Week21,4.0,1.0,2.0,3.0,6.0,5.0,9.0,11.0,7.0,10.0,13.0,12.0,14.0,16.0,15.0,8.0,17.0
Week22,2.0,4.0,3.0,1.0,5.0,6.0,10.0,8.0,9.0,14.0,12.0,11.0,16.0,15.0,13.0,7.0,17.0
Week23,3.0,4.0,2.0,1.0,6.0,5.0,10.0,7.0,8.0,14.0,12.0,11.0,15.0,16.0,13.0,9.0,17.0
Week24,3.0,5.0,2.0,1.0,4.0,6.0,10.0,7.0,8.0,14.0,12.0,11.0,15.0,16.0,13.0,9.0,17.0
Week25,3.0,4.0,2.0,1.0,6.0,5.0,8.0,7.0,9.0,14.0,10.0,12.0,15.0,16.0,13.0,11.0,17.0
Week26,1.0,3.0,4.0,2.0,6.0,5.0,7.0,8.0,9.0,14.0,10.0,11.0,12.0,16.0,13.0,15.0,17.0
Week27,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0
